type,title,duration,director,cast,genre,country,year_range,ratings,description
Movie,Shahanpan Dega Deva,115,Sudesh Manjrekar,Bharat Jadhav,documentary,India,2010-2015,5.275,"After serving time for a crime he didn’t commit, a 38-year-old man forms a complicated, life-altering bond with the woman who advocated for his early release."
Movie,Shaitan,126,Bejoy Nambiar,Rajeev Khandelwal,dramas,India,2010-2015,7.2,"In the near future, a drone pilot sent into a war zone finds himself paired with a top-secret android officer on a mission to stop a nuclear attack."
Movie,Shakti: The Power,168,Krishna Vamshi,Karisma Kapoor,thrillers,India,2000-2005,5.574999999999999,"Fueled by memories of her mother, resourceful Fei Fei builds a rocket to the moon on a mission to prove the existence of a legendary moon goddess."
Movie,Shanghai,109,Dibakar Banerjee,Emraan Hashmi,dramas,India,2010-2015,6.5,"While investigating a bank robbery, a squad of overweight police officers undergoes rigorous training to shed pounds."
Movie,Shanghai Fortress,107,Teng Huatao,Lu Han,romantic,China,2015-2020,4.3,"Starting as a petty thief, a man rises to become one of the city's biggest operators and carves out the kind of lifestyle he'd once only dreamed of."
Movie,Shararat,148,Gurudev Bhalla,Abhishek Bachchan,musical,India,2000-2005,5.1,"A financial adviser drags his family from Chicago to the Missouri Ozarks, where he must launder $500 million in five years to appease a drug boss."
Movie,Shark Busters,92,Herman Yau,Danny Lee,musical,Hong Kong,2000-2005,6.3,"An orphan girl taught magic by her sick grandma must find work in seedy Bangkok, where unsavory characters run afoul of her increasingly dark powers."
Movie,Shark Night,91,David R. Ellis,Sara Paxton,horror,United States,2010-2015,4.0,A prostitute who is down on her luck gets caught in the middle of an elaborate scheme orchestrated by two local politicians.
Movie,Shattered Memories,86,Chris Sivertson,Elizabeth Bogush,thrillers,United States,2015-2020,6.250000000000001,"P. King, the daring but hapless duck, teams up with best buddies Wombat and Chumpkins to find wacky and wild ways to solve their problems."
Movie,Shaun the Sheep: The Farmer’s Llamas,28,Jay Grace,Justin Fletcher,commedies,United Kingdom,2015-2020,7.1,"A trio of sky-dwelling ghosts must travel to Earth to teach sinning humans a lesson, but they somehow manage to botch each well-intentioned mission."
Movie,Shaurya: It Takes Courage to Make Right... Right,135,Samar Khan,Rahul Bose,commedies,India,2005-2010,5.5,A face painter for Theyyam rituals who is himself disfigured conceals his guilt over the fact that he performs abortions as a medical practitioner.
Movie,Shawn Mendes: In Wonder,83,Grant Singer,Shawn Mendes,musical,United States,2015-2020,6.5,"At times dark, at times disturbing, four short films explore stories of those who dare to dream and desire — and those determined to stand in their way."
Movie,Shawn Mendes: Live in Concert,87,Paul Dugdale,Shawn Mendes,musical,United Kingdom,2015-2020,6.65,"Equipped with crayons and his creativity, a boy with autism draws an imaginary world where his animal pals help him tackle real-life situations."
Movie,She Made Me a Criminal,105,Amr Arafa,Ahmed Helmy,documentary,Egypt,2005-2010,6.4,Teenage Pac and his loyal crew face the ups and downs of adolescence while protecting Pac-World from a ghostly army led by the evil Betrayus.
Movie,She's Dating the Gangster,113,Cathy Garcia-Molina,Kathryn Bernardo,romantic,Philippines,2010-2015,7.2,"When a sacred statue is taken from his Andean village, a spirited boy who dreams of becoming a shaman goes on a brave mission to get it back."
TV Show,She's Gotta Have It,2,Spike Lee,DeWanda Wise,dramas,United States,2015-2020,6.7,"In this animated satire, a covert squad of operatives short on smarts but long on confidence tackles crime on the glitzy Gold Coast of Australia."
Movie,She's Out of My League,105,Jim Field Smith,Jay Baruchel,romantic,United States,2005-2010,7.074999999999999,"Four scientists offer a sweeping yet intimate exploration of Peru's majestic coastline by land, sea and air."
Movie,She's the One,111,Mae Czarina Cruz,Bea Alonzo,romantic,Philippines,2010-2015,7.0,"Despite public humiliation and resistance, an entrepreneur markets a hygienic, low-cost sanitary pad that even India's poorest women can afford."
Movie,Shelby American,119,"Nate Adams, Adam Carolla",Carroll Shelby,sport,United States,2015-2020,7.3,"The son of poor farmers leaves his village to seek his fortune in Kuala Lumpur, where he meets a young woman who's also trying to better her life."
Movie,Shelter,112,"Måns Mårlind, Björn Stein",Julianne Moore,thrillers,United States,2005-2010,5.9,"After he's diagnosed with terminal cancer, middle-aged Michael asks his neighbor friend Andy to help him end his life before the disease does."
Movie,Shepherds and Butchers,106,Oliver Schmitz,Steve Coogan,thrillers,South Africa,2015-2020,6.8,"After ignoring superstitions, a group of teenagers find themselves in a fight for their lives when they are haunted — and hunted — by an evil spirit."
Movie,Sherlock Holmes,128,Guy Ritchie,Robert Downey Jr.,commedies,United States,2005-2010,6.4,Traditional Indian folklore comes alive in this charming film based on a story by Statwart Vijaydan Detha.
Movie,Shikari,163,"Latif Faiziyev, Umesh Mehra",Mithun Chakraborty,musical,India,1990-1995,5.7,"Fleeing unrest in their native Nepal, three young siblings separated from their parents must beat the odds to survive on their own in India."
Movie,Shimla Mirchi,121,Ramesh Sippy,Rajkummar Rao,romantic,India,2015-2020,4.6,"When profit-seekers threaten to take over a bar in a tourist town, local martial artists put their skills to the test and fight back."
Movie,Shimmer Lake,87,Oren Uziel,Benjamin Walker,thrillers,Canada,2015-2020,6.2,This fictionalized account of three real-life notorious Harlem drug dealers is told in flashbacks as they plunge into the world of hustling.
Movie,Shine Your Eyes,103,Matias Mariani,O.C. Ukeje,standup,Brazil,2015-2020,6.2,"In this dramatized rendition, students undergo rigorous study at Master Yu's Peking Opera school, a cradle for future Hong Kong film stars."
Movie,Shiva,168,Ram Gopal Varma,Nagarjuna Akkineni,dramas,India,1980-1990,8.0,"From the comfort of their bedroom, the Pajanimals puppets explore a larger world through imaginary adventures, accompanied by friendships and songs."
Movie,Shonar Pahar,131,Parambrata Chatterjee,Tanuja,dramas,India,2015-2020,8.1,"This reality series follows entrepreneur and soap opera star Roberto Palazuelos as he builds his hotel empire and juggles riches, women and drama."
Movie,Shootout at Lokhandwala,116,Apoorva Lakhia,Sanjay Dutt,dramas,India,2005-2010,7.1,"In this documentary, a centuries-old horse race in the city of Siena, Italy, is the forum for a showdown between a young jockey and his former mentor."
Movie,Shopkins: Chef Club,45,Raymond McGrath,Erika Harlacher,kids,United States,2015-2020,4.7,Young Ofelia meets a mythical faun who claims she is destined to become princess of the Underworld. But first she must carry out three perilous tasks.
Movie,Shopkins: Wild,75,"Adele K. Thomas, Richard Bailey",Kate Murphy,kids,Australia,2015-2020,5.0,"In this docuseries, meet the heroes on the front lines of the battle against influenza and learn about their efforts to stop the next global outbreak."
Movie,Shopkins: World Vacation,71,Richard Bailey,Kate Murphy,kids,Australia,2015-2020,4.8,"Looking for a way out of his impoverished life, a lowly hotel waiter joins an underground fight club. Then he needs a way out of that."
Movie,Shor In the City,106,"Raj Nidimoru, Krishna D.K.",Sendhil Ramamurthy,dramas,India,2010-2015,7.2,"When an earthquake hits a Korean village housing a run-down nuclear power plant, a man risks his life to save the country from imminent disaster."
Movie,Shorgul,122,"Jitendra Tiwari, Pranav Singh",Ashutosh Rana,dramas,India,2015-2020,6.7,A woman and her daughter are caught in a game of cat-and-mouse with burglars in their New York City home and are forced to retreat inside a vault.
Movie,Short Term 12,97,Destin Daniel Cretton,Brie Larson,dramas,United States,2010-2015,8.0,"In 18th-century India, a Maratha commander leads his army in preparation for a fierce battle against Afghan invaders in this film based on real events."
Movie,Shortcut Safari,101,Amitabha Singh,Jimmy Shergill,dramas,India,2015-2020,6.9,This documentary dissects Lebanon's present-day paradoxes stemming from years of conflict as the director attempts to reconcile with her nation's past.
Movie,Shorts,89,Robert Rodriguez,Jimmy Bennett,commedies,United States,2005-2010,4.7,Jealous girlfriends and aliens are just some of the things Jack lied about to become popular. Now the lies are coming to life and ruining everything.
Movie,Shot Caller,121,Ric Roman Waugh,Nikolaj Coster-Waldau,thrillers,United States,2015-2020,7.3,"After witnessing a murder, a meek family man must summon his courage when he finds himself on the wrong side of a notorious gangster."
Movie,SHOT! The Psycho-Spiritual Mantra of Rock,98,Barney Clay,Mick Rock,musical,United Kingdom,2015-2020,6.8,"A young newlywed tries to keep her relationship afloat after developing feelings for her older, TV writer boss."
Movie,Shrek the Musical,130,Jason Moore,Brian d'Arcy James,commedies,United States,2010-2015,7.1,"One of Spain's best talent agents in the '90s, Paquita now finds herself searching desperately for new stars after suddenly losing her biggest client."
Movie,Shubh Aarambh,127,Amit Barot,Harsh Chhaya,romantic,India,2015-2020,7.2,"A cop moonlights as the bodyguard for a young drag queen at a nightclub, and grows closer to the family of misfit singers that perform there."
Movie,Shuddhi,115,Adarsh Eshwarappa,Lauren Spartano,thrillers,India,2015-2020,8.0,"An eager young rookie joins the ragtag small-town police force led by his dad as they bumble, squabble and snort their way through a big drug case."
Movie,Shutter,96,"Banjong Pisanthanakun, Parkpoom Wongpoom",Ananda Everingham,thrillers,Thailand,2000-2005,7.1,Neil Young and his band of outlaws sow seeds of strange mischief and musical wonder under Western skies in this dreamlike film by Daryl Hannah.
Movie,Si saben cómo me pongo ¿pá qué me invitan?,89,Fernando Ayllón,Ricardo Quevedo,musical,Colombia,2015-2020,4.8,"When a woman is brutally murdered on a playground, a group of detectives find themselves drawn into a dark conspiracy as they search for the killer."
Movie,Siddhant,105,Vivek Wagh,Vikram Gokhale,kids,India,2010-2015,6.675,"When a young man becomes possessed after playing a Ouija game, a ghost hunter investigates the evil spirit dwelling within him."
Movie,Sierra Burgess Is A Loser,106,Ian Samuels,Shannon Purser,romantic,United States,2015-2020,5.8,"In interviews and reenactments, ordinary people relive their terrifying encounters with unwelcome guests from beyond the world of the living."
Movie,Sigaram Thodu,141,Gaurav Narayanan,Vikram Prabhu,thrillers,India,2010-2015,6.2,"When an army of zombies invades a small town, it's up to an odd local boy with a knack for communicating with the dead to save the day."
Movie,Silencer,88,Timothy Woodward Jr.,Johnny Messner,dramas,United States,2015-2020,3.9,"Prompted by loyalty, Arjun plays matchmaker between his philandering foster brother and a conservative girl but winds up falling in love himself."
Movie,Silent Hill: Revelation,94,M.J. Bassett,Deborah Kara Unger,horror,Canada,2010-2015,5.0,"As the parents of three unmarried daughters, a humble cook and his wife contend with the challenges of matchmaking and social expectations."
Movie,Sillu Karuppatti,133,Halitha Shameem,Nivedhithaa Sathish,dramas,India,2015-2020,8.3,"When their daughter exhibits strange behavior after moving into their new home, a couple must come to terms with who she really is."
Movie,Simon Amstell: Set Free,52,Julia Knowles,Simon Amstell,standup,United Kingdom,2015-2020,6.125,"Korea’s beloved comedian and favorite big sister figure talks sex, relationships and celebrity life. And she’s sassier and dirtier than ever before."
Movie,Simon Killer,105,Antonio Campos,Brady Corbet,thrillers,United States,2010-2015,6.3,"In this Emmy-nominated comedy, an employee with a rural Parks and Recreation department is full of energy and ideas but bogged down by bureaucracy."
Movie,Simplemente Manu NNa,72,"Jan Suter, Raúl Campos",Manu NNa,standup,Mexico,2015-2020,5.0,"A dedicated government official puts his career in jeopardy by insisting that India become a nuclear power, a goal that powerful forces resist."
Movie,Sin City,101,Pascal Amanfo,Yvonne Nelson,thrillers,United States,2015-2020,8.0,"Presented by Steve Martin, this anthology draws from “Flying Circus” and “Fliegender Zirkus” to mark the 20th anniversary of the TV series."
